timestamp,user_id,event_type,message,hour_of_day,day_of_week,is_weekend,is_anomaly
2026-07-30 10:55:02.893839,user_4,network_connection,Connection to www.suspicious-site-3.com on port 8080,10,Thursday,False,-1
2026-07-30 11:43:02.893839,user_9,login,User logged in from IP 192.168.1.110,11,Thursday,False,1
2026-07-30 11:58:02.893840,user_3,file_access,UNKNOWN,11,Thursday,False,1
2026-07-30 11:47:02.893841,user_6,email_sent,Email sent from Jane Doe to John Doe about Project X and the London office.,11,Thursday,False,1
2026-07-30 12:07:02.893842,user_7,login,User logged in from IP 192.168.1.241,12,Thursday,False,1
2026-07-30 12:05:02.893842,user_10,file_access,Accessed sensitive document path: /home/user_10/docs/private_file_5.txt,12,Thursday,False,1
2026-07-30 12:02:02.893843,UNKNOWN,network_connection,Connection to www.suspicious-site-4.com on port 8080,12,Thursday,False,1
2026-07-30 11:17:02.893844,user_5,login,User logged in from IP 192.168.1.199,11,Thursday,False,1
2026-07-30 11:29:02.893845,user_3,logout,logout event.,11,Thursday,False,1
2026-07-30 12:06:02.893845,user_9,login,User logged in from IP 192.168.1.138,12,Thursday,False,1
2026-07-30 11:15:02.893846,user_6,login,User logged in from IP 192.168.1.108,11,Thursday,False,1
2026-07-30 11:47:02.893847,user_2,file_access,Accessed sensitive document path: /home/user_10/docs/private_file_3.txt,11,Thursday,False,1
2026-07-30 12:14:02.893847,user_5,network_connection,Connection to www.suspicious-site-4.com on port 8080,12,Thursday,False,1
2026-07-30 12:28:02.893848,user_7,file_access,Accessed sensitive document path: /home/user_10/docs/private_file_1.txt,12,Thursday,False,1
2026-07-30 11:11:02.893849,user_6,file_access,Accessed sensitive document path: /home/user_10/docs/private_file_5.txt,11,Thursday,False,1
2026-07-30 11:18:02.893850,user_5,email_sent,Email sent from Jane Doe to John Doe about Project X and the London office.,11,Thursday,False,1
2026-07-30 12:07:02.893850,user_7,email_sent,Email sent from Jane Doe to John Doe about Project X and the London office.,12,Thursday,False,1
2026-07-30 11:02:02.893851,user_1,login,User logged in from IP 192.168.1.80,11,Thursday,False,1
2026-07-30 11:14:02.893852,UNKNOWN,email_sent,Email sent from Jane Doe to John Doe about Project X and the London office.,11,Thursday,False,1
2026-07-30 12:00:02.893853,user_7,logout,logout event.,12,Thursday,False,1
2026-07-30 12:00:02.893854,user_7,network_connection,Connection to www.suspicious-site-4.com on port 8080,12,Thursday,False,1
2026-07-30 11:31:02.893854,user_8,network_connection,Connection to www.suspicious-site-3.com on port 8080,11,Thursday,False,1
2026-07-30 10:53:02.893855,user_7,login,User logged in from IP 192.168.1.163,10,Thursday,False,-1
2026-07-30 11:54:02.893856,user_1,email_sent,Email sent from Jane Doe to John Doe about Project X and the London office.,11,Thursday,False,1
2026-07-30 11:31:02.893857,user_9,file_access,Accessed sensitive document path: /home/user_10/docs/private_file_5.txt,11,Thursday,False,1
2026-07-30 12:01:02.893857,user_10,email_sent,Email sent from Jane Doe to John Doe about Project X and the London office.,12,Thursday,False,1
2026-07-30 12:18:02.893858,user_1,logout,logout event.,12,Thursday,False,1
2026-07-30 11:32:02.893861,user_2,email_sent,Email sent from Jane Doe to John Doe about Project X and the London office.,11,Thursday,False,1
2026-07-30 11:41:02.893862,user_6,logout,logout event.,11,Thursday,False,1
2026-07-30 11:17:02.893863,UNKNOWN,network_connection,Connection to www.suspicious-site-4.com on port 8080,11,Thursday,False,1
2026-07-30 11:17:02.893863,user_10,network_connection,Connection to www.suspicious-site-1.com on port 8080,11,Thursday,False,1
2026-07-30 12:15:02.893864,user_3,logout,logout event.,12,Thursday,False,1
2026-07-30 11:38:02.893865,user_4,email_sent,Email sent from Jane Doe to John Doe about Project X and the London office.,11,Thursday,False,1
2026-07-30 11:42:02.893866,UNKNOWN,email_sent,Email sent from Jane Doe to John Doe about Project X and the London office.,11,Thursday,False,1
2026-07-30 11:22:02.893867,user_10,logout,UNKNOWN,11,Thursday,False,1
2026-07-30 10:51:02.893867,user_7,logout,logout event.,10,Thursday,False,-1
2026-07-30 11:44:02.893868,user_3,login,User logged in from IP 192.168.1.252,11,Thursday,False,1
2026-07-30 11:19:02.893869,UNKNOWN,email_sent,Email sent from Jane Doe to John Doe about Project X and the London office.,11,Thursday,False,1
2026-07-30 11:26:02.893870,user_9,network_connection,Connection to www.suspicious-site-4.com on port 8080,11,Thursday,False,1
2026-07-30 12:20:02.893870,user_1,network_connection,Connection to www.suspicious-site-5.com on port 8080,12,Thursday,False,1
2026-07-30 11:14:02.893871,UNKNOWN,logout,logout event.,11,Thursday,False,1
2026-07-30 10:50:02.893872,user_2,login,User logged in from IP 192.168.1.50,10,Thursday,False,-1
2026-07-30 12:03:02.893873,user_4,network_connection,Connection to www.suspicious-site-3.com on port 8080,12,Thursday,False,1
2026-07-30 11:26:02.893873,user_10,file_access,Accessed sensitive document path: /home/user_10/docs/private_file_1.txt,11,Thursday,False,1
2026-07-30 12:26:02.893874,user_3,email_sent,Email sent from Jane Doe to John Doe about Project X and the London office.,12,Thursday,False,1
2026-07-30 11:14:02.893875,user_2,email_sent,Email sent from Jane Doe to John Doe about Project X and the London office.,11,Thursday,False,1
2026-07-30 11:01:02.893876,user_8,email_sent,Email sent from Jane Doe to John Doe about Project X and the London office.,11,Thursday,False,1
2026-07-30 11:44:02.893876,user_9,file_access,Accessed sensitive document path: /home/user_10/docs/private_file_4.txt,11,Thursday,False,1
2026-07-30 11:13:02.893877,user_10,email_sent,UNKNOWN,11,Thursday,False,1
2026-07-30 11:21:02.893878,user_2,email_sent,Email sent from Jane Doe to John Doe about Project X and the London office.,11,Thursday,False,1
2026-07-30 12:11:02.893879,user_9,logout,logout event.,12,Thursday,False,1
2026-07-30 11:39:02.893879,UNKNOWN,email_sent,Email sent from Jane Doe to John Doe about Project X and the London office.,11,Thursday,False,1
2026-07-30 11:26:02.893880,user_1,email_sent,Email sent from Jane Doe to John Doe about Project X and the London office.,11,Thursday,False,1
2026-07-30 11:44:02.893881,user_7,file_access,Accessed sensitive document path: /home/user_10/docs/private_file_3.txt,11,Thursday,False,1
2026-07-30 11:40:02.893881,user_8,network_connection,Connection to www.suspicious-site-4.com on port 8080,11,Thursday,False,1
